"K","x.values","f.values"
300,60.5003433623673,-53.4358578765068
300,60.5431739077589,-53.1281652014185
300,60.6474063229937,-52.6200786097114
300,60.7050433462049,-52.2558629577864
300,60.7438431891547,-51.9249500776221
300,60.8149953138581,-51.0497128420124
300,60.8867133091714,-50.6701483897478
300,60.9403722963186,-50.0981080160577
300,61.0162065670676,-49.743980471643
300,61.0403633917881,-49.5555191245961
300,61.0624064582555,-49.4638561106019
300,61.098558201914,-49.0057592587842
300,61.1397100953926,-48.7087463244696
300,61.1934741719048,-48.380012940855
300,61.2494552095525,-47.9174059640532
300,61.2836298685021,-47.3889164633353
300,61.3082421981118,-47.2440422550454
300,61.3682783202816,-46.8650060841688
300,61.3963456841601,-46.6694034446583
300,61.430052723502,-46.4077383253719
300,61.478469964217,-45.9913584040029
300,61.4916248834986,-45.9545881880744
300,61.5201602020557,-45.7812282999427
300,61.5446798215264,-45.6119898712299
300,61.5654066404809,-45.531254451374
300,61.6175623884913,-45.2314994431343
300,61.6387536045777,-45.1232473830292
300,61.7124694280665,-44.4827987552462
300,61.777460289114,-43.8052501403703
300,61.8299766233128,-43.3192962680903
300,61.8498632196456,-43.1729260329653
300,61.8785539534977,-43.0466769709333
300,61.9210224185446,-42.6596313994189
300,61.9336328568746,-42.3783628253972
300,61.9689344219068,-42.2981273040103
300,61.9989775245431,-42.0062512115707
300,62.0176676342411,-41.8264108360361
300,62.0388701727705,-41.4799460459532
300,62.1137371423777,-40.7657287364168
300,62.1427920251806,-40.4095270213804
300,62.1640161441403,-40.2354895183338
300,62.2068455914141,-40.1197571975217
300,62.2569365429962,-39.5829258131673
300,62.2742645204673,-39.4863519233078
300,62.2959005692378,-39.3895191766482
300,62.3273227675442,-38.9093250645042
300,62.4090170811529,-38.3847534868621
300,62.4324740228315,-38.0888912952307
300,62.4454465514844,-38.0131260239896
300,62.5032087105551,-37.5642382706864
300,62.5480880481135,-37.1634348549195
300,62.5844660759946,-36.9015516849629
300,62.6135670908672,-36.6503643647233
300,62.6547143438205,-36.2484842113366
300,62.6718288628607,-36.0097317666266
300,62.7022991157876,-35.6508798272503
300,62.7421993202614,-34.9929000225807
300,62.7787623406392,-34.6290618587667
300,62.813861066667,-34.5114717942029
300,62.8517464823385,-34.2275252819434
300,62.8790797437173,-34.1609341620431
300,62.9286953227893,-33.7261643964245
300,62.9777758765894,-33.439274946361
300,63.0041821513845,-33.1903776454812
300,63.0522228889648,-33.1143420229985
300,63.0980497685649,-32.866218645085
300,63.1419416334961,-32.2777382600451
300,63.1839622945323,-32.1192415608911
300,63.230012896497,-31.7767719076749
300,63.2560411801248,-31.4889684231039
300,63.2968689815228,-30.9478529485383
300,63.3346277844447,-30.3432511932668
300,63.3682308345217,-30.177901671635
300,63.4113934588029,-29.7893763120451
300,63.4430721182903,-29.6788528279086
300,63.4811372741033,-29.3856385970075
300,63.5179149101747,-28.8847087575872
300,63.6259606100006,-28.2136361907107
300,63.6578979039751,-28.1798255757788
300,63.6821168589117,-28.0086832473361
300,63.7401670854759,-27.7562086556368
300,63.7785750317202,-27.152487947775
300,63.8083122822158,-26.624598396007
300,63.8308367139189,-26.1616261285802
300,63.8925523601012,-25.8451446059028
300,63.9369797535787,-25.8060396632213
300,63.9738397074633,-25.6455456377229
300,64.0157152599745,-25.2320868601491
300,64.03337571027,-24.9335693085456
300,64.0944037835961,-24.4901252567177
300,64.145999493241,-24.0892870411467
300,64.1818417466543,-23.391756653474
300,64.2169853577417,-23.2778571313531
300,64.2564538218304,-23.1014012917494
300,64.2919233358268,-22.7380460764121
300,64.3137519419231,-22.7540075931133
300,64.3492901847682,-22.5601294748346
300,64.3833795947357,-22.0511379572775
300,64.4202771154083,-21.7829538243612
300,64.4359122627384,-21.7639781385144
300,64.4785747869118,-21.3960043056738
300,64.5004463639538,-21.1626797671662
300,64.5279768279551,-20.9944958730426
300,64.5563089564478,-20.855806534442
300,64.5957137402476,-20.4667979599189
300,64.6225644681446,-20.1174162531551
300,64.6675631159405,-19.8340865037291
300,64.7283249314062,-19.063140866082
300,64.7854310153548,-18.5138744388988
300,64.8302661663437,-18.2763120969668
300,64.8965844407327,-17.6363820901896
300,64.9156267048692,-17.5710788665888
300,64.9380171664473,-17.4904148251892
300,64.9848617875197,-17.2755897434962
300,65.0223749892152,-17.1246885989594
300,65.0594539230923,-16.7065981622157
300,65.0906049865929,-15.9388939060069
300,65.1306295809513,-15.580954406791
300,65.1588858715327,-15.1724892641514
300,65.1965237109854,-14.6982548467364
300,65.2328446942788,-14.3985782112554
300,65.2785316134639,-14.0548429009989
300,65.3351206516366,-13.3595260614058
300,65.3568740306516,-13.3119531694947
300,65.3675372474871,-13.1128429786981
300,65.3884549505842,-12.8431533501961
300,65.4160090632339,-12.4814878402186
300,65.4521404612045,-12.0843751951869
300,65.5156519259257,-11.6793438880537
300,65.5476763190368,-11.8096644237346
300,65.5959767372484,-11.470644342343
300,65.6288632248709,-11.3051544563479
300,65.6984731355639,-10.3107855748828
300,65.7387621071206,-10.0388642009807
300,65.7730896613825,-9.88377291327593
300,65.8030735568778,-9.67499139420406
300,65.8630359605952,-9.0793943821526
300,65.8928332751278,-9.05071601993595
300,65.9201940286974,-8.948750556186
300,66.0047359479336,-8.35797531233182
300,66.086506826145,-7.70639359648824
300,66.1159012029261,-7.52687641621689
300,66.1441648518755,-7.23274481699878
300,66.2127162119652,-6.8630189800553
300,66.2304575627217,-6.4477253751248
300,66.261630038077,-6.0240236974229
300,66.2936534439522,-5.94356010045097
300,66.3266863499852,-5.57803119975508
300,66.3629038321932,-5.21899721517971
300,66.425114564881,-4.82842230110698
300,66.4635916796808,-4.63309005991134
300,66.495875918137,-4.25232192231666
300,66.5230564708069,-3.89845844321833
300,66.5515400067976,-3.69528600820058
300,66.5777544072009,-3.31781051163306
300,66.6234632637033,-3.04324744431248
300,66.6499148092226,-2.73120448948091
300,66.6727904013023,-2.34827072856043
300,66.7548758052815,-1.48952566667526
300,66.7866824015974,-1.19369498646188
300,66.8359592194577,-0.701496693938388
300,66.8951370254406,-0.18158827763385
300,66.9315631215522,-0.0094967094596754
300,66.9674979065857,0.213414456235796
300,67.0331907976722,0.328721838337216
300,67.0640665740039,0.525302705723171
300,67.1786317427783,1.02706812758058
300,67.2281040881052,1.07362944305104
300,67.2553185821856,1.35881309817449
300,67.2995378931064,2.10089527817595
300,67.3453687643381,2.7854631452884
300,67.3653543451203,3.24205516804925
300,67.4211606505833,3.54999276354953
300,67.4491499934997,3.79330341789586
300,67.4778671553894,4.31281630737045
300,67.5275598369745,4.64224396974014
300,67.575517493984,5.17633884977712
300,67.6097559342183,5.41092902132444
300,67.6442789653183,5.56225149264319
300,67.6886360662392,5.6812711721133
300,67.7102846289848,5.85938605768415
300,67.7472546753479,6.14343288725701
300,67.7799600922143,6.69507729246866
300,67.8230718802926,7.26953002380179
300,67.8590071416087,7.44513498661888
300,67.8866410697212,7.66613100099641
300,67.9150285065666,7.78409608182942
300,67.9537476393567,7.97255243699995
300,67.9944188776084,8.18886213110169
300,68.032248848696,8.55112445711918
300,68.0674984109508,8.69143523339201
300,68.0789228071363,8.96834161547903
300,68.1319769681524,9.21923343056333
300,68.1870875262521,10.4405010373839
300,68.2084230937871,10.7939952961136
300,68.2406959429325,11.1754357048049
300,68.2951309193354,11.6582277856948
300,68.343539355314,11.8849694362072
300,68.3605115240179,12.1230174853484
300,68.3953854683221,12.419357413339
300,68.4357154296222,12.4700104506329
300,68.4693154898916,12.8550217420324
300,68.523230414619,13.0704577742663
300,68.5926644753152,13.6472023375798
300,68.6377949830906,14.0378896383518
300,68.6859588550132,14.559199093749
300,68.7008124535222,14.7566337260385
300,68.7224472974449,15.1341798611798
300,68.7537331667172,15.6903868846285
300,68.8007647182969,16.454352453592
300,68.8366667417325,16.7280701718628
300,68.863310511363,17.1558032295364
300,68.9049947811174,17.1664495532269
300,68.9704745802048,17.3337762434926
300,69.0028475884082,17.4149954219
300,69.0437723482971,17.5846545594851
300,69.0660305643766,18.3780834854916
300,69.1066406418891,18.7326929850849
300,69.1453110877056,19.2621801756066
300,69.1561684335659,19.5024697853208
300,69.2203844695048,20.4388152904101
300,69.2634813839696,20.9016284182736
300,69.3025752925931,21.1634348178934
300,69.3384823346383,21.2971947562348
300,69.3587771624221,21.3140852607671
300,69.4160816084248,22.3589281343104
300,69.4476019961666,22.5721128032837
300,69.4889394136493,22.8008338105169
300,69.5233445881907,22.9837667462463
300,69.5672657843696,23.2761658668564
300,69.5943253534945,23.6511151387965
300,69.6188990355818,23.8626937805936
300,69.6820615868022,24.0583121088384
300,69.7408908218185,24.5151727069292
300,69.7718904261436,24.8987353194202
300,69.8158326099136,25.0228522491343
300,69.8688814119632,25.3214468243693
300,69.895935674614,25.4929451567132
300,69.9306395704235,25.6466705195032
300,69.9672177760288,25.8983711185604
300,70.0045008217477,26.1081214803118
300,70.1012579914283,27.3481109729689
300,70.2321598581101,29.2625795008578
300,70.3128752834858,29.6970540730822
300,70.3833873320084,30.1800958966795
300,70.4604307317195,30.8591160631233
300,70.5496863235894,31.9078561998536
300,70.7002058293091,33.1650424866134
300,70.7809834306618,34.7501141952275
300,70.9845991505368,36.0750021940348
300,71.1012137466533,36.5476659257902
300,71.1875010480101,37.4580668901908
300,71.2625402452915,38.8771817183636
300,71.4071913219001,40.0287968062838
300,71.512992971112,40.7717043786041
300,71.5784789024648,41.6882162501138
300,71.6485026842995,42.7288684120731
300,71.7444779595116,43.2495263026389
300,71.8261362302714,43.7165653163287
300,71.9482377013542,45.5343062296923
300,71.9934181745169,45.6646643705875
300,72.1261159750504,46.926209134295
300,72.341796540308,49.4206253316544
300,72.454097869588,50.2478465487915
300,72.573001896873,51.2011740986487
300,72.6066342312916,51.4472529372972
300,72.6651535545261,52.0703067477584
300,72.7930667934289,52.9599887949025
300,72.902966625056,53.7982256250708
300,73.0076433337205,55.3673306007488
300,73.1013293737517,56.3262396183462
300,73.159852487735,56.2428455941904
300,73.327259725808,58.294351465657
300,73.4257354062856,59.1280372057789
300,73.5811094067741,60.7809915233179
300,73.751697656999,62.3645354592407
300,73.8178667993627,62.5173148127016
300,73.9900247241167,64.5594261679222
300,74.1087858730697,65.7693493799777
300,74.1776551548192,66.0389741594147
300,74.2251094026088,66.8424453955876
300,74.34575565345,67.5178148200677
300,74.4197051329173,68.1125689630205
300,74.4875598936068,68.9541862934956
300,74.5954463218266,70.133187236993
300,74.6706228106782,70.7365352866991
300,74.7689511189556,71.2146188143126
300,74.8168234713001,72.563446611352
300,74.895165954644,72.8373004328574
300,75.0310768783834,73.8826318349059
300,75.1080460917137,74.6551427917237
300,75.2007240723634,75.6451481983753
300,75.2657356201044,75.851620958845
300,75.3438166619511,77.1457200385757
300,75.4959980072965,78.6136499107739
300,75.5552314307366,78.9787017708906
300,75.6205451306731,79.342865761813
300,75.7386703381559,80.1953719508446
300,75.8027763859847,80.6980662995765
300,75.9015896276467,81.8042076611814
300,75.985508607579,81.9790056575944
