x1,x2,x3,y
3.666200790401044,6.030611191305728,8.78126650944538,32.9521338522046
9.604756173656146,5.675725445798312,9.046850971581943,110.25333177537425
4.769396697908897,0.3074597737077023,1.4414364182937156,53.22056146498015
6.215378846844325,0.34781046619837164,5.696505836693132,77.6473770087942
4.139614316028409,3.0993329323141627,7.472685603960906,42.58351005185744
6.867078614103862,6.899638761881598,7.29760584320273,137.54893822413405
8.768154097804292,5.854233864300248,4.021147787057231,96.1260271187171
3.8924734893354063,6.765007501682499,0.45013765939403094,70.79367663947978
5.425477611958924,8.234469171867591,1.3926355424127346,72.81955114998347
9.060987898061848,3.239031144058342,0.4585742666558623,108.39478827077996
9.740335082910343,9.518395135520482,8.35759063057465,184.08765178666565
9.714233425347093,1.8787112368451997,6.017569120098372,93.33609316418111
3.4894995220179004,8.017512182653808,3.3662945533418878,34.7640722455179
3.5374854723189495,4.748858727919648,1.7281811619295318,56.89449251349011
7.206993782538209,2.701411736820037,4.321509647406977,116.32228416228477
9.171129119638616,0.9690982998901032,5.085392741361467,113.64318090487828
8.121021044700829,7.523817978579639,2.868054958786548,114.78912690076682
2.055195309775917,9.382778927215794,3.116328998747069,34.79859124203222
8.083248989994518,7.652684613261245,2.772024665240056,103.92955219366127
9.903117001202219,9.486155773064537,8.290385481208613,192.9481962505921
9.562749225587146,0.19984294315141038,3.6818349976908724,130.33629606652664
3.9887401893991523,6.151269805803954,9.489173582870476,42.75762646521048
5.431016549359064,8.385156974936196,6.440190543863853,85.6530406915308
9.607657416961056,1.3773293536189313,9.365436852617613,75.36831459842547
0.8356361042024862,5.868717520107445,6.671110466152019,11.646147997984126
1.579724612232437,6.922204063158276,2.0777204012263883,30.8605346874345
9.24098089027795,0.8328950342916486,0.1794301538894283,130.79349246310915
2.1852958495745565,2.556810501204084,5.848151130416788,31.105840657202087
6.793166641586379,4.7714341572844425,3.9140325900268405,121.99461254053213
8.24003050249505,1.5701557667428245,9.5441913714058,49.63615765426639
0.9545434658824103,9.229621558291534,7.1141169033196325,22.358586460671205
4.431655468406648,2.149877228334053,2.0928227956982393,42.83824421169666
